sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,-99,-93,850,-63,-70,-11
1,310,-209,1010,-17,-67,-6
2,467,-185,981,32,-14,9
3,240,-88,960,41,47,0
4,-126,127,635,29,68,3
5,-425,309,716,17,17,8
6,-354,66,788,-141,-40,-14
7,-3,-136,940,-33,-75,-7
8,351,-248,978,-41,-69,-1
9,443,-164,1097,55,4,11
10,124,-43,928,33,71,2
11,-211,205,590,103,74,6
12,-456,268,772,-5,17,6
13,-296,-13,750,-92,-44,-11
14,124,-158,1000,-26,-76,-7
15,438,-226,882,-14,-52,2
16,379,-114,1114,54,21,8
17,-25,39,925,6,64,4
18,-282,265,506,45,36,18
19,-410,163,640,-92,-4,0
20,-155,-66,843,-68,-65,-7
21,254,-217,1007,-52,-83,3
22,443,-188,922,40,-20,11
23,270,-64,1007,26,36,11
24,-101,116,696,85,86,11
25,-373,305,658,48,41,17
26,-368,107,772,-78,-24,-4
27,-28,-148,906,-64,-67,-3
28,330,-244,1009,-17,-66,-1
29,454,-165,1076,60,-6,15
30,158,-51,939,15,63,6
31,-212,172,666,66,52,9
32,-437,294,788,-27,14,12
33,-293,8,750,-117,-52,-13
34,101,-151,966,-50,-84,-6
35,417,-236,931,-18,-50,2
36,398,-139,1102,35,6,12
37,24,-7,1001,15,73,8
38,-274,243,546,57,48,17
39,-439,222,681,-34,4,5
40,-202,-44,771,-97,-54,-5
41,231,-193,1005,-33,-86,1
42,452,-191,895,21,-33,10
43,340,-99,1087,15,38,11
44,-61,71,702,83,82,17
45,-378,322,510,57,57,21
46,-413,138,709,-62,-16,1
47,-65,-126,869,-87,-73,-3
48,332,-233,987,2,-61,0
49,473,-182,1037,34,-19,13
50,190,-81,927,45,67,11
51,-215,168,618,89,75,10
52,-419,316,755,27,26,15
53,-302,20,754,-103,-30,-11
54,74,-151,935,-37,-85,-6
55,400,-236,955,-3,-50,-4
56,411,-148,1080,42,14,9
57,61,-21,939,59,77,0
58,-253,233,580,71,59,4
59,-426,239,708,-11,1,-1
60,-231,-66,719,-107,-44,-18
61,180,-176,978,-3,-73,-9
62,441,-193,843,7,-46,0
63,353,-114,1117,46,41,4
64,-26,46,803,73,76,-1
65,-317,306,452,70,42,9
66,-417,160,586,-83,-4,-6
67,-104,-93,805,-79,-73,-10
68,275,-191,937,-9,-70,-3
69,437,-166,934,21,-15,13
70,227,-92,944,46,49,12
71,-138,126,599,86,83,11
72,-371,301,620,49,28,16
73,-340,66,689,-114,-31,-4
74,-2,-132,871,-32,-67,0
