sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,367,19,1002,18,50,7
1,-135,118,861,-1,88,16
2,-511,124,904,-37,41,21
3,-483,-62,776,-66,-43,-1
4,33,-135,1000,8,-95,-12
5,469,-120,973,15,-74,-7
6,538,-21,1047,42,9,5
7,103,68,875,-13,83,12
8,-373,156,843,9,74,21
9,-546,13,941,-81,-7,8
10,-236,-126,948,-4,-72,-9
11,310,-150,1014,4,-96,-7
12,552,-70,1111,52,-30,1
13,298,36,1021,4,68,8
14,-187,114,822,10,85,19
15,-516,109,857,-36,31,21
16,-429,-79,805,-60,-40,-1
17,109,-150,991,7,-104,-10
18,507,-98,1021,40,-65,-6
19,476,-4,1010,28,32,7
20,47,80,866,8,90,15
21,-449,167,922,6,65,19
22,-521,-19,924,-89,-10,6
23,-147,-148,942,-4,-90,-12
24,359,-131,1003,15,-91,-10
25,566,-51,1118,45,-11,4
26,220,25,1004,-5,73,9
27,-247,152,762,20,76,18
28,-544,89,860,-68,29,18
29,-361,-98,847,-49,-59,-5
30,177,-137,1027,10,-107,-10
31,552,-91,1075,37,-51,-1
32,415,-5,1004,10,39,7
33,-53,100,872,-3,78,16
34,-487,149,959,-16,62,25
35,-511,-63,832,-90,-21,7
36,-68,-141,958,9,-101,-8
37,424,-114,1000,23,-78,-3
38,571,-38,1083,30,0,10
39,161,64,966,7,74,18
40,-307,171,803,18,91,24
41,-570,37,889,-84,15,16
42,-305,-117,906,-26,-75,-3
43,245,-144,1041,9,-97,-7
44,567,-115,1089,36,-41,6
45,365,23,1024,32,48,21
46,-116,140,898,25,95,18
47,-500,105,916,-58,46,21
48,-495,-79,785,-59,-37,3
49,2,-136,1004,1,-97,-9
50,457,-134,963,19,-73,-1
51,548,-21,1056,39,8,12
52,123,97,936,9,78,14
53,-363,153,868,-16,78,20
54,-548,9,937,-76,-4,13
55,-257,-113,953,-12,-73,-5
56,287,-161,1003,2,-92,-7
57,555,-95,1098,45,-34,4
58,318,56,1046,27,63,14
59,-161,139,895,12,91,20
60,-508,92,869,-53,33,23
61,-453,-70,811,-50,-37,0
62,74,-146,1003,-1,-101,-11
63,497,-124,999,30,-70,-2
64,494,0,1015,37,28,12
65,70,97,920,6,86,15
66,-419,146,940,-19,61,21
67,-537,-12,926,-77,-5,9
68,-174,-135,952,-9,-84,-7
69,339,-156,995,8,-94,-6
70,558,-57,1097,52,-17,5
71,251,64,1051,4,69,16
72,-225,143,803,0,78,21
73,-546,77,864,-58,37,19
74,-376,-91,866,-43,-56,-3
75,158,-156,1025,2,-110,-9
76,542,-111,1050,39,-50,-1
77,429,13,1017,32,38,11
78,-25,106,894,4,84,13
79,-482,142,957,-12,63,20
80,-518,-40,852,-85,-22,4
81,-79,-143,955,0,-99,-9
82,406,-138,987,14,-81,-8
83,577,-36,1103,44,-6,2
84,182,53,961,-2,70,11
85,-294,161,799,16,87,21
86,-574,61,911,-73,20,12
87,-316,-115,906,-30,-75,-8
88,234,-146,1024,8,-96,-12
89,568,-80,1110,43,-43,-1
90,392,4,1036,11,47,11
91,-124,108,876,16,96,14
92,-508,137,945,-38,47,21
93,-501,-71,773,-80,-38,2
94,-3,-141,981,8,-95,-11
95,469,-105,987,25,-76,-1
96,563,-28,1050,25,8,7
97,122,68,909,9,87,16
98,-371,174,880,8,81,24
99,-560,12,943,-87,-4,12
100,-253,-137,935,-17,-74,-6
101,298,-141,1025,11,-99,-6
102,567,-85,1103,39,-33,5
103,312,35,1022,14,66,14
104,-175,135,891,7,85,19
105,-530,86,865,-55,32,22
106,-439,-98,793,-58,-43,-1
107,97,-133,1015,23,-100,-10
108,516,-115,1014,20,-67,-1
109,476,-8,997,36,30,10
110,48,113,912,14,90,17
111,-442,150,925,-13,64,21
112,-529,-26,916,-80,-8,7
113,-153,-131,961,-2,-90,-11
114,363,-157,989,2,-94,-9
115,559,-59,1109,52,-11,3
116,228,59,1022,1,68,12
117,-246,153,789,3,74,18
118,-549,72,863,-65,34,16
119,-360,-83,877,-34,-59,-4
120,180,-143,1019,-2,-107,-10
121,560,-106,1064,36,-47,-1
122,420,6,1030,22,41,11
123,-64,104,877,6,87,16
124,-493,132,946,-21,61,24
125,-511,-51,834,-80,-26,5
126,-57,-136,976,7,-100,-10
127,433,-135,972,11,-78,-5
128,570,-19,1096,45,1,4
129,163,67,943,3,78,15
130,-314,149,783,6,91,23
131,-579,45,912,-70,10,14
132,-293,-124,921,-32,-79,-7
133,252,-167,1029,6,-96,-11
134,568,-80,1109,50,-41,0
135,367,19,1018,8,49,10
136,-140,107,869,4,92,16
137,-520,129,916,-31,42,23
138,-487,-71,776,-68,-44,0
139,39,-151,983,5,-93,-10
140,481,-108,984,34,-75,-4
141,536,-14,1053,31,12,5
142,95,60,861,3,88,12
143,-398,168,862,4,71,20
144,-551,16,956,-79,-10,8
145,-219,-146,933,-22,-77,-11
146,328,-129,1016,27,-95,-8
147,568,-57,1124,39,-28,3
148,279,21,1003,5,73,14
149,-207,147,827,25,85,21
150,-534,109,853,-54,30,21
151,-414,-103,791,-66,-46,-1
152,122,-132,1015,22,-106,-9
153,534,-87,1032,27,-61,-1
154,464,-16,1001,14,36,12
155,12,105,876,9,87,18
156,-466,164,946,-10,62,25
157,-516,-62,882,-101,-12,9
158,-122,-141,966,15,-95,-9
159,381,-135,1002,4,-90,-4
160,562,-62,1094,41,-6,9
161,195,58,982,0,69,16
162,-262,165,764,10,76,23
163,-556,47,839,-80,30,18
164,-333,-100,879,-25,-70,-4
165,213,-140,1046,3,-105,-7
166,560,-115,1072,38,-41,4
167,372,20,1005,24,42,13
168,-85,109,855,3,83,16
169,-496,114,918,-32,57,24
170,-504,-60,805,-65,-33,5
171,-22,-130,987,6,-101,-9
172,446,-125,956,19,-72,-3
173,551,-19,1082,41,3,12
174,141,70,896,8,78,18
175,-328,152,784,4,84,23
176,-557,25,900,-81,2,15
177,-265,-108,946,-17,-77,-4
178,266,-142,1028,5,-91,-7
179,556,-84,1100,43,-35,9
180,330,46,996,18,55,19
181,-148,127,856,9,93,19
182,-498,76,857,-56,36,23
183,-464,-83,786,-49,-38,1
184,53,-151,996,0,-96,-9
185,476,-124,970,32,-70,1
186,497,16,1026,41,19,15
187,86,104,865,0,85,19
188,-396,146,861,-13,66,22
189,-530,4,940,-73,-6,10
190,-197,-131,969,-16,-78,-6
191,328,-177,982,1,-96,-6
192,542,-66,1124,57,-20,10
193,246,48,1006,1,66,16
194,-212,121,767,1,73,19
195,-529,81,832,-46,30,22
196,-379,-77,844,-44,-49,0
197,142,-143,1004,6,-108,-9
198,542,-96,1037,40,-56,3
199,426,13,1017,24,38,17
200,-20,100,852,-6,77,17
201,-465,135,928,-10,60,26
202,-506,-40,873,-83,-14,10
203,-94,-150,963,2,-97,-5
204,397,-139,973,15,-81,-1
205,546,-18,1101,49,0,18
206,185,70,939,-2,70,21
207,-261,155,736,18,84,21
208,-554,56,860,-78,22,17
209,-309,-111,902,-32,-72,-4
210,224,-155,1035,2,-98,-9
211,551,-80,1109,53,-40,6
212,364,21,987,8,44,20
213,-106,118,840,22,94,16
214,-485,120,905,-44,48,21
215,-490,-80,779,-73,-37,2
216,4,-139,978,6,-94,-10
217,448,-117,966,17,-73,-1
218,539,-24,1062,30,5,10
219,106,77,854,8,81,14
220,-353,164,807,-4,78,21
221,-547,-2,911,-85,-5,11
222,-244,-128,954,-10,-74,-7
223,293,-138,1020,8,-93,-8
224,555,-87,1105,42,-33,4
225,300,36,997,9,61,13
226,-185,137,840,8,83,18
227,-508,83,841,-58,27,22
228,-441,-92,777,-54,-40,-2
229,90,-131,1015,19,-97,-11
230,509,-114,993,22,-67,-2
231,476,-5,1003,37,31,12
232,53,108,864,16,87,17
233,-427,149,897,-18,59,22
234,-524,-24,911,-78,-9,7
235,-148,-121,978,3,-85,-9
236,360,-158,992,2,-92,-7
237,545,-59,1101,51,-10,6
238,220,64,1006,14,75,13
239,-239,150,751,3,78,18
240,-543,69,828,-59,32,13
241,-351,-78,872,-37,-60,-8
242,186,-148,1017,-5,-107,-13
243,548,-104,1058,40,-48,-5
244,410,14,1017,22,41,4
245,-70,86,841,-12,82,14
246,-496,132,923,-5,64,20
247,-503,-40,842,-76,-28,3
248,-49,-138,965,2,-102,-10
249,434,-128,971,15,-75,-8
250,567,-13,1102,43,-1,0
251,154,35,912,-19,72,10
252,-323,147,749,23,86,23
253,-572,64,896,-73,11,13
254,-284,-128,906,-32,-80,-8
255,263,-158,1031,11,-94,-10
256,568,-54,1125,56,-36,0
257,359,0,991,-9,52,9
258,-153,93,807,25,97,18
259,-519,146,912,-27,39,22
260,-473,-84,761,-81,-43,0
261,50,-155,975,9,-95,-11
262,484,-81,989,43,-71,-2
263,528,-20,1046,11,17,7
264,83,49,827,8,91,16
265,-400,191,846,16,71,25
266,-541,6,925,-96,-12,10
267,-205,-145,939,-13,-77,-5
268,339,-127,1028,20,-96,-5
269,555,-67,1121,34,-23,3
270,255,15,971,-3,70,10
271,-223,139,801,17,79,22
272,-524,100,834,-55,24,25
273,-399,-111,775,-62,-45,-1
274,140,-126,1019,29,-104,-9
275,532,-83,1018,28,-61,-2
276,448,-10,990,15,40,10
277,-5,100,835,9,85,15
278,-469,161,895,-14,55,23
279,-506,-55,880,-93,-12,6
280,-112,-148,968,12,-93,-10
281,399,-145,998,6,-88,-5
282,552,-69,1094,42,-1,10
283,179,38,946,12,78,18
284,-270,173,708,23,76,26
285,-546,73,813,-70,24,18
286,-310,-93,867,-31,-68,-5
287,221,-123,1060,6,-103,-8
288,556,-94,1069,31,-39,3
289,370,-4,972,9,45,14
290,-100,106,803,16,84,20
291,-497,115,895,-31,56,26
292,-484,-79,794,-72,-35,6
293,-6,-112,988,16,-99,-6
